1985,Margaret Wade,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1984,Clifford Fagan,Contributor,,,,,,,,,,,,,,,,
1984,Jack GardnerCBB coach,Coach,,,,,,,,,,,,,,,,
1984,John HavlicekPlayer / CBB player,Player,1270,,20.8,6.3,4.8,1.2,0.3,.439,,.815,131.7,.136,,,,
1984,Sam JonesPlayer,Player,871,,17.7,4.9,2.5,,,.456,,.803,92.3,.182,,,,
1984,Edward Steitz,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1983,Bill BradleyPlayer / Oly,Player,742,,12.4,3.2,3.4,0.7,0.2,.448,,.840,38.8,.082,,,,
1983,Dave DeBusscherePlayer / Coach / Exec / CBB player,Player,875,,16.1,11.0,2.9,0.9,0.5,.432,,.699,60.8,.093,,,,
1983,Lloyd Leith,Referee,,,,,,,,,,,,,,,,
1983,Dean SmithCBB coach,Coach,,,,,,,,,,,,,,,,
1983,Jack TwymanPlayer / CBB player,Player,823,,19.2,6.6,2.3,,,.450,,.778,75.0,.138,,,,
1983,Louis Wilke,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1982,Everett CaseCBB coach,Coach,,,,,,,,,,,,,,,,
1982,Alva DuerCBB coach,Contributor,,,,,,,,,,,,,,,,
1982,Clarence Gaines,Coach,,,,,,,,,,,,,,,,
1982,Hal GreerPlayer / CBB player,Player,1122,,19.2,5.0,4.0,,,.452,,.801,102.7,.124,,,,
1982,Slater MartinPlayer / Coach / CBB player,Player,745,,9.8,3.4,4.2,,,.364,,.762,47.5,.087,,,,
1982,Frank RamseyPlayer / Coach,Player,623,,13.4,5.5,1.8,,,.399,,.804,49.2,.154,,,,
1982,Willis ReedPlayer / Coach / Exec,Player,650,,18.7,12.9,1.8,0.6,1.1,.476,,.747,74.9,.156,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1981,Thomas Barlow,Player,,,,,,,,,,,,,,,,
1981,Ferenc Hepp,Contributor,,,,,,,,,,,,,,,,
1981,Walter Kennedy,Contributor,,,,,,,,,,,,,,,,
1981,Arad McCutchan,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1980,Les HarrisonCoach / Exec,Contributor,,,,,,,,,,,,,,,,
1980,Jerry LucasPlayer / Oly / CBB player,Player,829,,17.0,15.6,3.3,0.4,0.3,.499,,.783,98.4,.147,,,,
1980,Oscar RobertsonPlayer / Oly / CBB player,Player,1040,,25.7,7.5,9.5,1.1,0.1,.485,,.838,189.2,.207,,,,
1980,Everett SheltonCBB coach,Coach,,,,,,,,,,,,,,,,
1980,Dallas Shirley,Referee,,,,,,,,,,,,,,,,
1980,Jerry WestPlayer / Coach / Exec / Oly / CBB player,Player,932,,27.0,5.8,6.7,2.6,0.7,.474,,.814,162.6,.213,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1979,Sam BarryCBB coach,Coach,,,,,,,,,,,,,,,,
1979,Wilt ChamberlainPlayer / Coach / CBB player,Player,1045,,30.1,22.9,4.4,,,.540,,.511,247.3,.248,,,,
1979,James Enright,Referee,,,,,,,,,,,,,,,,
1979,Edgar HickeyCBB coach,Coach,,,,,,,,,,,,,,,,
1979,John McLendonCoach,Contributor,,,,,,,,,,,,,,,,
1979,Ray MeyerCBB coach,Coach,,,,,,,,,,,,,,,,
1979,Pete NewellExec / CBB coach,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1978,Paul ArizinPlayer / CBB player,Player,713,,22.8,8.6,2.3,,,.421,,.810,108.8,.183,,,,
1978,Joe FulksPlayer,Player,489,,16.4,5.3,1.2,,,.302,,.766,29.2,-0.045,,,,
1978,Cliff HaganPlayer / Coach / CBB player,Player,839,,17.7,6.6,3.2,,,.454,.000,.799,85.3,.170,,,,
1978,John Nucatola,Referee,,,,,,,,,,,,,,,,
1978,Jim PollardPlayer / Coach / Exec / CBB player / CBB coach,Player,438,,13.2,7.8,3.2,,,.360,,.750,34.9,.093,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1977,Elgin BaylorPlayer / Coach / Exec / CBB player,Player,846,,27.4,13.5,4.3,,,.431,,.780,104.2,.148,,,,
1977,Charles CooperPlayer,Contributor,,,,,,,,,,,,,,,,
1977,Lauren GaleNBL,Player,,,,,,,,,,,,,,,,
1977,William Johnson,Player,,,,,,,,,,,,,,,,
1977,Frank McGuireCoach / CBB coach,Coach,,,,,,,,,,,,,80,49,31,.613
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1976,Tom GolaPlayer / CBB coach,Player,698,,11.3,8.0,4.2,,,.431,,.760,53.2,.113,,,,
1976,Ed KrauseCBB coach,Player,,,,,,,,,,,,,,,,
1976,Harry LitwackCBB coach,Coach,,,,,,,,,,,,,,,,
1976,Bill SharmanPlayer / Coach / Exec / CBB player,Player,711,,17.8,3.9,3.0,,,.426,,.883,82.8,.178,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1975,Joseph BrennanCBB coach,Player,,,,,,,,,,,,,,,,
1975,Emil Liston,Contributor,,,,,,,,,,,,,,,,
1975,Bill RussellPlayer / Coach / Exec / Oly / CBB player,Player,963,,15.1,22.5,4.3,,,.440,,.561,163.5,.193,,,,
1975,Robert Vandivier,Player,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1974,Harry FisherCBB coach,Contributor,,,,,,,,,,,,,,,,
1974,Maurice Podoloff,Contributor,,,,,,,,,,,,,,,,
1974,Ernest Schmidt,Player,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1973,John Beckman,Player,,,,,,,,,,,,,,,,
1973,Bruce DrakeCBB coach,Coach,,,,,,,,,,,,,,,,
1973,Arthur LonborgCBB coach,Coach,,,,,,,,,,,,,,,,
1973,Elmer RipleyCBB coach,Contributor,,,,,,,,,,,,,,,,
1973,Dolph SchayesPlayer / Coach / CBB player,Player,996,,18.5,12.1,3.1,,,.380,,.849,142.4,.192,,,,
1973,John WoodenNBL / CBB coach,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1972,Edgar DiddleCBB coach,Coach,,,,,,,,,,,,,,,,
1972,Robert Douglas,Contributor,,,,,,,,,,,,,,,,
1972,Paul Endacott,Player,,,,,,,,,,,,,,,,
1972,Max Friedman,Player,,,,,,,,,,,,,,,,
1972,Edward GottliebCoach / Exec,Contributor,,,,,,,,,,,,,,,,
1972,Clifford WellsCBB coach,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1971,Bob CousyPlayer / Coach / CBB player / CBB coach,Player,924,,18.4,5.2,7.5,,,.375,,.803,91.1,.139,,,,
1971,Bob PettitPlayer / Coach / CBB player,Player,792,,26.4,16.2,3.0,,,.436,,.761,136.0,.213,,,,
1971,Abe Saperstein,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1970,Bernard CarnevaleCBB coach,Coach,,,,,,,,,,,,,,,,
1970,Bob DaviesPlayer / CBB player / CBB coach,Player,462,,14.3,2.9,4.9,,,.378,,.759,49.7,.148,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1969,Red AuerbachCoach / Exec,Coach,,,,,,,,,,,,,1417,938,479,.662
1969,Dutch DehnertCoach,Player,,,,,,,,,,,,,,,,
1969,Henry IbaCBB coach,Coach,,,,,,,,,,,,,,,,
1969,Adolph RuppCBB coach,Coach,,,,,,,,,,,,,,,,
1969,Charles Taylor,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1968,Clair BeeCoach / Exec / CBB coach,Contributor,,,,,,,,,,,,,,,,
1968,Howard CannCBB coach,Coach,,,,,,,,,,,,,,,,
1968,Amory GillCBB coach,Coach,,,,,,,,,,,,,,,,
1968,Alvin JulianCoach / CBB coach,Coach,,,,,,,,,,,,,128,47,81,.367
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1966,Everett DeanCBB coach,Coach,,,,,,,,,,,,,,,,
1966,Joe LapchickCoach / CBB coach,Player,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1965,Walter BrownExec,Contributor,,,,,,,,,,,,,,,,
1965,Paul HinkleCBB coach,Contributor,,,,,,,,,,,,,,,,
1965,Howard HobsonCBB coach,Coach,,,,,,,,,,,,,,,,
1965,William Mokray,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1964,John BunnCBB coach,Contributor,,,,,,,,,,,,,,,,
1964,Harold FosterCBB coach,Player,,,,,,,,,,,,,,,,
1964,Nat HolmanCBB coach,Player,,,,,,,,,,,,,,,,
1964,Ned IrishExec,Contributor,,,,,,,,,,,,,,,,
1964,William Jones,Contributor,,,,,,,,,,,,,,,,
1964,Ken LoefflerCoach / CBB coach,Coach,,,,,,,,,,,,,169,79,90,.467
1964,John RussellCoach,Player,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1963,New York Rens,Team,,,,,,,,,,,,,,,,
1963,Robert Gruenig,Player,,,,,,,,,,,,,,,,
1963,William ReidCBB coach,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1962,Jack McCracken,Player,,,,,,,,,,,,,,,,
1962,Frank Morgenweck,Contributor,,,,,,,,,,,,,,,,
1962,Harlan PageCBB coach,Player,,,,,,,,,,,,,,,,
1962,Barney Sedran,Player,,,,,,,,,,,,,,,,
1962,Lynn St. JohnCBB coach,Contributor,,,,,,,,,,,,,,,,
1962,John Thompson,Player,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1961,Buffalo Germans,Team,,,,,,,,,,,,,,,,
1961,Bernard Borgmann,Player,,,,,,,,,,,,,,,,
1961,Forrest DeBernardi,Player,,,,,,,,,,,,,,,,
1961,George Hoyt,Referee,,,,,,,,,,,,,,,,
1961,George KeoganCBB coach,Coach,,,,,,,,,,,,,,,,
1961,Bob KurlandOly,Player,,,,,,,,,,,,,,,,
1961,John O'Brien,Contributor,,,,,,,,,,,,,,,,
1961,Andy PhillipPlayer / Coach,Player,701,,9.1,4.4,5.4,,,.368,,.695,53.3,.077,,,,
1961,Ernest Quigley,Referee,,,,,,,,,,,,,,,,
1961,John Roosma,Player,,,,,,,,,,,,,,,,
1961,Leonard SachsCBB coach,Coach,,,,,,,,,,,,,,,,
1961,Arthur Schabinger,Contributor,,,,,,,,,,,,,,,,
1961,Christian Steinmetz,Player,,,,,,,,,,,,,,,,
1961,David Tobey,Referee,,,,,,,,,,,,,,,,
1961,Arthur Trester,Contributor,,,,,,,,,,,,,,,,
1961,Edward WachterCBB coach,Player,,,,,,,,,,,,,,,,
1961,David Walsh,Referee,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1960,Ernest BloodCBB coach,Coach,,,,,,,,,,,,,,,,
1960,Victor Hanson,Player,,,,,,,,,,,,,,,,
1960,George Hepbron,Referee,,,,,,,,,,,,,,,,
1960,Frank KeaneyCBB coach,Coach,,,,,,,,,,,,,,,,
1960,Ward LambertCBB coach,Coach,,,,,,,,,,,,,,,,
1960,Ed MacauleyPlayer / Coach / CBB player,Player,641,,17.5,7.5,3.2,,,.436,,.761,100.4,.196,,,,
1960,Branch McCrackenCBB coach,Player,,,,,,,,,,,,,,,,
1960,Charles Murphy,Player,,,,,,,,,,,,,,,,
1960,Henry Porter,Contributor,,,,,,,,,,,,,,,,
1960,John WoodenNBL / CBB coach,Player,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1959,Original Celtics,Team,,,,,,,,,,,,,,,,
1959,The First Team,Team,,,,,,,,,,,,,,,,
1959,Phog AllenCBB coach,Coach,,,,,,,,,,,,,,,,
1959,Henry Clifford CarlsonCBB coach,Coach,,,,,,,,,,,,,,,,
1959,Luther Gulick,Contributor,,,,,,,,,,,,,,,,
1959,Edward Hickox,Contributor,,,,,,,,,,,,,,,,
1959,Charles Hyatt,Player,,,,,,,,,,,,,,,,
1959,Matthew Kennedy,Referee,,,,,,,,,,,,,,,,
1959,Hank Luisetti,Player,,,,,,,,,,,,,,,,
1959,Walter MeanwellCBB coach,Coach,,,,,,,,,,,,,,,,
1959,George MikanPlayer / Coach / Exec / CBB player,Player,439,,23.1,13.4,2.8,,,.404,,.782,108.7,.249,,,,
1959,Ralph Morgan,Contributor,,,,,,,,,,,,,,,,
1959,James NaismithCBB coach,Contributor,,,,,,,,,,,,,,,,
1959,Harold OlsenCoach / CBB coach,Contributor,,,,,,,,,,,,,,,,
1959,John Schommer,Player,,,,,,,,,,,,,,,,
1959,Amos Alonzo StaggCBB coach,Contributor,,,,,,,,,,,,,,,,
1959,Oswald Tower,Contributor,,,,,,,,,,,,,,,,
